file_name,A,P,S,n_frames,max_bodies,too_fast_torso,is_interaction
S001C001P001R001A046.skeleton.npy,46,1,1,126,1,False,False
S001C001P001R001A048.skeleton.npy,48,1,1,96,1,False,False
S001C001P001R001A047.skeleton.npy,47,1,1,93,1,False,False
S001C001P001R001A042.skeleton.npy,42,1,1,195,1,False,False
S001C001P001R001A016.skeleton.npy,16,1,1,205,1,True,False
S001C001P001R002A013.skeleton.npy,13,1,1,91,1,False,False
S001C001P001R001A022.skeleton.npy,22,1,1,109,1,True,False
S001C001P001R001A044.skeleton.npy,44,1,1,96,1,False,False
S001C001P001R002A014.skeleton.npy,14,1,1,227,1,True,False
S001C001P002R002A005.skeleton.npy,5,2,1,64,1,False,False
S001C001P003R001A014.skeleton.npy,14,3,1,224,1,True,False
S001C001P001R001A002.skeleton.npy,2,1,1,158,1,False,False
S001C001P002R002A004.skeleton.npy,4,2,1,118,1,False,False
S001C001P003R001A013.skeleton.npy,13,3,1,177,1,False,False
S001C001P002R002A003.skeleton.npy,3,2,1,120,1,False,False
S001C001P003R001A012.skeleton.npy,12,3,1,134,1,False,False
S001C001P002R002A002.skeleton.npy,2,2,1,158,1,False,False
S001C001P003R001A011.skeleton.npy,11,3,1,129,1,False,False
S001C001P002R002A001.skeleton.npy,1,2,1,86,1,False,False
S001C001P003R001A010.skeleton.npy,10,3,1,87,1,False,False
S001C001P002R001A060.skeleton.npy,60,2,1,81,2,True,True
S001C001P003R001A009.skeleton.npy,9,3,1,104,1,False,False
S001C001P002R001A059.skeleton.npy,59,2,1,94,2,True,True
S001C001P003R001A008.skeleton.npy,8,3,1,114,1,True,False
S001C001P002R001A058.skeleton.npy,58,2,1,74,2,False,True
S001C001P003R001A007.skeleton.npy,7,3,1,92,1,True,False
S001C001P002R001A057.skeleton.npy,57,2,1,82,2,False,True
S001C001P003R001A006.skeleton.npy,6,3,1,96,1,True,False
S001C001P002R001A056.skeleton.npy,56,2,1,70,2,False,True
S001C001P003R001A005.skeleton.npy,5,3,1,71,1,False,False
S001C001P002R001A055.skeleton.npy,55,2,1,80,2,True,True
S001C001P003R001A004.skeleton.npy,4,3,1,116,1,True,False
S001C001P003R002A012.skeleton.npy,12,3,1,128,1,False,False
S001C001P002R001A054.skeleton.npy,54,2,1,55,2,False,True
S001C001P003R001A003.skeleton.npy,3,3,1,103,1,False,False
S001C001P002R001A053.skeleton.npy,53,2,1,76,2,False,True
S001C001P003R001A002.skeleton.npy,2,3,1,110,1,False,False
S001C001P002R001A052.skeleton.npy,52,2,1,61,2,False,True
S001C001P003R001A001.skeleton.npy,1,3,1,118,2,False,False
S001C001P003R002A009.skeleton.npy,9,3,1,94,1,False,False
S001C001P002R001A051.skeleton.npy,51,2,1,63,2,False,True
S001C001P002R002A060.skeleton.npy,60,2,1,81,2,False,True
S001C001P002R001A050.skeleton.npy,50,2,1,61,2,False,True
S001C001P002R002A059.skeleton.npy,59,2,1,99,1,False,True
S001C001P003R002A007.skeleton.npy,7,3,1,75,1,False,False
S001C001P002R001A049.skeleton.npy,49,2,1,106,1,False,False
S001C001P002R002A058.skeleton.npy,58,2,1,74,2,False,True
S001C001P003R002A006.skeleton.npy,6,3,1,99,1,True,False
S001C001P002R001A048.skeleton.npy,48,2,1,127,1,True,False
S001C001P002R002A057.skeleton.npy,57,2,1,88,2,False,True
S001C001P002R001A047.skeleton.npy,47,2,1,102,1,False,False
S001C001P002R002A056.skeleton.npy,56,2,1,75,2,False,True
S001C001P003R002A004.skeleton.npy,4,3,1,95,1,True,False
S001C001P002R001A046.skeleton.npy,46,2,1,121,1,False,False
S001C001P002R002A055.skeleton.npy,55,2,1,55,2,False,True
S001C001P003R002A003.skeleton.npy,3,3,1,108,1,False,False
S001C001P002R001A045.skeleton.npy,45,2,1,106,1,False,False
S001C001P002R002A054.skeleton.npy,54,2,1,66,2,False,True
S001C001P003R002A002.skeleton.npy,2,3,1,101,1,False,False
S001C001P002R001A044.skeleton.npy,44,2,1,76,1,False,False
S001C001P002R002A053.skeleton.npy,53,2,1,87,2,False,True
S001C001P003R002A001.skeleton.npy,1,3,1,150,1,False,False
S001C001P002R001A043.skeleton.npy,43,2,1,84,1,True,False
S001C001P002R002A052.skeleton.npy,52,2,1,64,2,False,True
S001C001P003R001A060.skeleton.npy,60,3,1,104,2,True,True
S001C001P002R001A042.skeleton.npy,42,2,1,94,1,False,False
S001C001P002R002A051.skeleton.npy,51,2,1,67,2,False,True
S001C001P003R001A059.skeleton.npy,59,3,1,91,1,False,True
S001C001P002R001A041.skeleton.npy,41,2,1,101,1,False,False
S001C001P002R002A050.skeleton.npy,50,2,1,64,2,False,True
S001C001P003R001A058.skeleton.npy,58,3,1,74,2,False,True
S001C001P001R001A004.skeleton.npy,4,1,1,99,1,False,False
S001C001P002R001A040.skeleton.npy,40,2,1,77,1,False,False
S001C001P002R002A049.skeleton.npy,49,2,1,83,1,False,False
S001C001P002R001A039.skeleton.npy,39,2,1,76,1,False,False
S001C001P002R002A048.skeleton.npy,48,2,1,106,1,True,False
S001C001P003R001A056.skeleton.npy,56,3,1,78,2,False,True
S001C001P002R001A038.skeleton.npy,38,2,1,60,1,False,False
S001C001P002R002A047.skeleton.npy,47,2,1,111,1,False,False
S001C001P003R001A055.skeleton.npy,55,3,1,91,2,False,True
S001C001P002R001A037.skeleton.npy,37,2,1,109,1,False,False
S001C001P002R002A046.skeleton.npy,46,2,1,134,1,False,False
S001C001P003R001A054.skeleton.npy,54,3,1,81,2,False,True
S001C001P002R001A036.skeleton.npy,36,2,1,104,2,False,False
S001C001P002R002A045.skeleton.npy,45,2,1,96,1,False,False
S001C001P003R001A053.skeleton.npy,53,3,1,76,2,False,True
S001C001P002R001A035.skeleton.npy,35,2,1,74,2,False,False
S001C001P002R002A044.skeleton.npy,44,2,1,86,1,False,False
S001C001P003R001A052.skeleton.npy,52,3,1,79,2,False,True
S001C001P002R001A034.skeleton.npy,34,2,1,72,2,False,False
S001C001P002R002A043.skeleton.npy,43,2,1,64,1,True,False
S001C001P003R001A051.skeleton.npy,51,3,1,108,2,False,True
S001C001P002R001A033.skeleton.npy,33,2,1,65,2,False,False
S001C001P002R002A042.skeleton.npy,42,2,1,100,1,False,False
S001C001P003R001A050.skeleton.npy,50,3,1,83,2,False,True
S001C001P002R001A032.skeleton.npy,32,2,1,86,2,True,False
S001C001P002R002A041.skeleton.npy,41,2,1,72,1,False,False
S001C001P003R001A049.skeleton.npy,49,3,1,83,1,False,False
S001C001P002R001A031.skeleton.npy,31,2,1,52,2,False,False
S001C001P003R001A048.skeleton.npy,48,3,1,88,1,True,False
S001C001P002R002A040.skeleton.npy,40,2,1,69,1,False,False
S001C001P002R001A030.skeleton.npy,30,2,1,115,1,False,False
S001C001P002R002A039.skeleton.npy,39,2,1,75,1,False,False
S001C001P003R001A047.skeleton.npy,47,3,1,89,1,False,False
S001C001P002R001A029.skeleton.npy,29,2,1,95,1,False,False
S001C001P002R002A038.skeleton.npy,38,2,1,101,1,False,False
S001C001P003R001A046.skeleton.npy,46,3,1,105,1,False,False
S001C001P002R001A028.skeleton.npy,28,2,1,98,1,False,False
S001C001P002R002A037.skeleton.npy,37,2,1,89,1,False,False
S001C001P003R001A045.skeleton.npy,45,3,1,106,1,False,False
S001C001P002R001A027.skeleton.npy,27,2,1,66,1,False,False
S001C001P002R002A036.skeleton.npy,36,2,1,81,1,False,False
S001C001P003R001A044.skeleton.npy,44,3,1,82,1,False,False
S001C001P002R001A026.skeleton.npy,26,2,1,72,1,False,False
S001C001P002R002A035.skeleton.npy,35,2,1,81,1,True,False
S001C001P003R001A043.skeleton.npy,43,3,1,71,1,True,False
S001C001P002R001A025.skeleton.npy,25,2,1,102,1,False,False
S001C001P002R002A034.skeleton.npy,34,2,1,79,1,False,False
S001C001P003R001A042.skeleton.npy,42,3,1,135,1,False,False
S001C001P002R001A024.skeleton.npy,24,2,1,59,1,False,False
S001C001P002R002A033.skeleton.npy,33,2,1,81,1,False,False
S001C001P003R001A041.skeleton.npy,41,3,1,76,1,True,False
S001C001P002R001A023.skeleton.npy,23,2,1,60,1,False,False
S001C001P003R001A040.skeleton.npy,40,3,1,63,1,True,False
S001C001P002R002A032.skeleton.npy,32,2,1,137,1,False,False
S001C001P002R001A022.skeleton.npy,22,2,1,57,1,False,False
S001C001P002R002A031.skeleton.npy,31,2,1,62,1,False,False
S001C001P003R001A039.skeleton.npy,39,3,1,72,1,False,False
S001C001P002R001A021.skeleton.npy,21,2,1,78,1,True,False
S001C001P002R002A030.skeleton.npy,30,2,1,139,1,False,False
S001C001P003R001A038.skeleton.npy,38,3,1,89,1,False,False
S001C001P002R001A020.skeleton.npy,20,2,1,61,1,False,False
S001C001P002R002A029.skeleton.npy,29,2,1,115,1,False,False
S001C001P003R001A037.skeleton.npy,37,3,1,101,1,False,False
S001C001P002R001A019.skeleton.npy,19,2,1,73,1,False,False
S001C001P002R002A028.skeleton.npy,28,2,1,124,1,False,False
S001C001P003R001A036.skeleton.npy,36,3,1,79,1,False,False
S001C001P002R001A018.skeleton.npy,18,2,1,62,1,False,False
S001C001P002R002A027.skeleton.npy,27,2,1,75,1,False,False
S001C001P003R001A035.skeleton.npy,35,3,1,96,1,True,False
S001C001P002R001A017.skeleton.npy,17,2,1,206,1,True,False
S001C001P002R002A026.skeleton.npy,26,2,1,86,1,False,False
S001C001P003R001A034.skeleton.npy,34,3,1,66,1,False,False
S001C001P002R002A024.skeleton.npy,24,2,1,85,1,False,False
S001C001P002R001A016.skeleton.npy,16,2,1,219,1,True,False
S001C001P003R001A033.skeleton.npy,33,3,1,70,1,False,False
S001C001P002R002A023.skeleton.npy,23,2,1,62,1,False,False
S001C001P002R001A015.skeleton.npy,15,2,1,145,1,False,False
S001C001P003R001A032.skeleton.npy,32,3,1,104,1,False,False
S001C001P002R002A022.skeleton.npy,22,2,1,82,1,True,False
S001C001P002R001A014.skeleton.npy,14,2,1,158,1,False,False
S001C001P003R001A031.skeleton.npy,31,3,1,75,2,False,False
S001C001P002R002A021.skeleton.npy,21,2,1,75,1,False,False
S001C001P002R001A013.skeleton.npy,13,2,1,105,1,False,False
S001C001P003R001A030.skeleton.npy,30,3,1,106,1,False,False
S001C001P002R002A020.skeleton.npy,20,2,1,71,2,False,False
S001C001P002R001A012.skeleton.npy,12,2,1,169,1,False,False
S001C001P003R001A029.skeleton.npy,29,3,1,103,1,False,False
S001C001P002R002A019.skeleton.npy,19,2,1,65,2,False,False
S001C001P002R001A011.skeleton.npy,11,2,1,103,1,False,False
S001C001P003R001A028.skeleton.npy,28,3,1,210,1,False,False
S001C001P002R002A018.skeleton.npy,18,2,1,77,2,False,False
S001C001P002R001A010.skeleton.npy,10,2,1,61,1,False,False
S001C001P003R001A027.skeleton.npy,27,3,1,73,1,True,False
S001C001P002R002A017.skeleton.npy,17,2,1,91,1,True,False
S001C001P002R001A009.skeleton.npy,9,2,1,62,1,False,False
S001C001P003R001A026.skeleton.npy,26,3,1,90,1,False,False
S001C001P002R002A016.skeleton.npy,16,2,1,148,1,True,False
S001C001P002R001A008.skeleton.npy,8,2,1,65,1,True,False
S001C001P003R001A025.skeleton.npy,25,3,1,104,1,False,False
S001C001P002R002A015.skeleton.npy,15,2,1,142,2,True,False
S001C001P002R001A007.skeleton.npy,7,2,1,78,1,False,False
S001C001P003R001A024.skeleton.npy,24,3,1,95,1,False,False
S001C001P002R002A014.skeleton.npy,14,2,1,168,2,False,False
S001C001P002R001A006.skeleton.npy,6,2,1,74,1,True,False
S001C001P003R001A023.skeleton.npy,23,3,1,83,1,False,False
S001C001P002R002A013.skeleton.npy,13,2,1,104,2,False,False
S001C001P002R001A005.skeleton.npy,5,2,1,66,1,False,False
S001C001P003R001A022.skeleton.npy,22,3,1,97,1,False,False
S001C001P002R002A012.skeleton.npy,12,2,1,122,2,False,False
S001C001P002R001A004.skeleton.npy,4,2,1,106,1,False,False
S001C001P003R001A021.skeleton.npy,21,3,1,84,1,True,False
S001C001P002R002A011.skeleton.npy,11,2,1,139,1,False,False
S001C001P002R001A003.skeleton.npy,3,2,1,89,1,False,False
S001C001P003R001A020.skeleton.npy,20,3,1,120,1,True,False
S001C001P002R002A010.skeleton.npy,10,2,1,88,1,False,False
S001C001P002R001A002.skeleton.npy,2,2,1,88,1,False,False
S001C001P003R001A019.skeleton.npy,19,3,1,104,1,False,False
S001C001P002R002A009.skeleton.npy,9,2,1,75,1,False,False
S001C001P002R001A001.skeleton.npy,1,2,1,66,1,False,False
S001C001P003R001A018.skeleton.npy,18,3,1,98,1,False,False
S001C001P002R002A008.skeleton.npy,8,2,1,76,1,False,False
S001C001P001R002A060.skeleton.npy,60,1,1,99,2,True,True
S001C001P003R001A017.skeleton.npy,17,3,1,127,1,False,False
S001C001P002R002A007.skeleton.npy,7,2,1,81,1,False,False
S001C001P001R002A059.skeleton.npy,59,1,1,132,2,False,True
S001C001P003R001A016.skeleton.npy,16,3,1,182,1,False,False
S001C001P002R002A006.skeleton.npy,6,2,1,83,1,True,False
S001C001P001R002A058.skeleton.npy,58,1,1,72,2,False,True
S001C001P003R001A015.skeleton.npy,15,3,1,150,1,True,False
S001C001P003R002A005.skeleton.npy,5,3,1,68,2,True,False
S001C001P003R002A011.skeleton.npy,11,3,1,108,1,False,False
S001C001P003R002A013.skeleton.npy,13,3,1,147,1,False,False
S001C001P003R002A017.skeleton.npy,17,3,1,133,1,False,False
S001C001P003R002A025.skeleton.npy,25,3,1,119,1,False,False
S001C001P003R002A010.skeleton.npy,10,3,1,88,1,False,False
S001C001P003R002A023.skeleton.npy,23,3,1,93,1,False,False
S001C001P003R001A057.skeleton.npy,57,3,1,138,2,False,True
S001C001P003R002A021.skeleton.npy,21,3,1,71,1,True,False
S001C001P003R002A024.skeleton.npy,24,3,1,87,1,False,False
S001C001P003R002A022.skeleton.npy,22,3,1,90,1,True,False
S001C001P003R002A008.skeleton.npy,8,3,1,87,1,True,False
S001C001P003R002A027.skeleton.npy,27,3,1,71,2,False,False
S001C001P003R002A019.skeleton.npy,19,3,1,94,1,False,False
S001C001P003R002A018.skeleton.npy,18,3,1,121,1,True,False
S001C001P003R002A015.skeleton.npy,15,3,1,233,1,True,False
S001C001P003R002A020.skeleton.npy,20,3,1,122,1,True,False
S001C001P003R002A026.skeleton.npy,26,3,1,83,2,False,False
S001C001P003R002A030.skeleton.npy,30,3,1,119,2,True,False
S001C001P003R002A016.skeleton.npy,16,3,1,217,1,True,False
S001C001P003R002A028.skeleton.npy,28,3,1,116,1,False,False
S001C001P003R002A031.skeleton.npy,31,3,1,66,2,True,False
S001C001P003R002A032.skeleton.npy,32,3,1,84,2,True,False
S001C001P003R002A014.skeleton.npy,14,3,1,224,1,True,False
S001C001P003R002A029.skeleton.npy,29,3,1,146,1,False,False
S001C001P003R002A037.skeleton.npy,37,3,1,128,2,True,False
S001C001P003R002A039.skeleton.npy,39,3,1,69,2,True,False
S001C001P003R002A036.skeleton.npy,36,3,1,65,2,True,False
S001C001P003R002A044.skeleton.npy,44,3,1,105,2,True,False
S001C001P003R002A040.skeleton.npy,40,3,1,81,2,True,False
S001C001P003R002A034.skeleton.npy,34,3,1,89,2,True,False
S001C001P003R002A033.skeleton.npy,33,3,1,81,2,True,False
S001C001P003R002A043.skeleton.npy,43,3,1,88,2,True,False
S001C001P003R002A035.skeleton.npy,35,3,1,70,2,True,False
S001C001P003R002A048.skeleton.npy,48,3,1,89,2,True,False
S001C001P003R002A041.skeleton.npy,41,3,1,93,2,True,False
S001C001P003R002A046.skeleton.npy,46,3,1,94,2,True,False
S001C001P003R002A038.skeleton.npy,38,3,1,72,2,True,False
S001C001P003R002A045.skeleton.npy,45,3,1,98,2,True,False
S001C001P003R002A051.skeleton.npy,51,3,1,67,2,False,True
S001C001P003R002A049.skeleton.npy,49,3,1,91,2,True,False
S001C001P003R002A047.skeleton.npy,47,3,1,96,2,True,False
S001C001P004R001A005.skeleton.npy,5,4,1,73,1,False,False
S001C001P003R002A053.skeleton.npy,53,3,1,61,2,False,True
S001C001P004R001A001.skeleton.npy,1,4,1,138,1,False,False
S001C001P003R002A042.skeleton.npy,42,3,1,124,2,True,False
S001C001P004R001A003.skeleton.npy,3,4,1,102,1,False,False
S001C001P003R002A055.skeleton.npy,55,3,1,71,2,False,True
S001C001P003R002A052.skeleton.npy,52,3,1,58,2,False,True
S001C001P004R001A004.skeleton.npy,4,4,1,121,1,False,False
S001C001P003R002A058.skeleton.npy,58,3,1,65,2,False,True
S001C001P004R001A002.skeleton.npy,2,4,1,133,1,False,False
S001C001P003R002A054.skeleton.npy,54,3,1,52,2,False,True
S001C001P004R001A007.skeleton.npy,7,4,1,74,1,False,False
S001C001P004R001A011.skeleton.npy,11,4,1,114,1,False,False
S001C001P003R002A050.skeleton.npy,50,3,1,68,2,False,True
S001C001P003R002A057.skeleton.npy,57,3,1,102,2,False,True
S001C001P004R001A012.skeleton.npy,12,4,1,96,1,False,False
S001C001P003R002A056.skeleton.npy,56,3,1,70,3,False,True
S001C001P004R001A010.skeleton.npy,10,4,1,83,2,False,False
S001C001P004R001A015.skeleton.npy,15,4,1,130,1,False,False
S001C001P004R001A013.skeleton.npy,13,4,1,82,1,False,False
S001C001P004R001A023.skeleton.npy,23,4,1,81,1,False,False
S001C001P003R002A060.skeleton.npy,60,3,1,91,2,False,True
S001C001P004R001A022.skeleton.npy,22,4,1,69,1,False,False
S001C001P004R001A019.skeleton.npy,19,4,1,74,1,False,False
S001C001P004R001A017.skeleton.npy,17,4,1,97,1,False,False
S001C001P004R001A018.skeleton.npy,18,4,1,94,1,False,False
S001C001P004R001A009.skeleton.npy,9,4,1,78,1,True,False
S001C001P004R001A008.skeleton.npy,8,4,1,87,1,True,False
S001C001P004R001A006.skeleton.npy,6,4,1,80,1,True,False
S001C001P004R001A024.skeleton.npy,24,4,1,76,1,False,False
S001C001P004R001A032.skeleton.npy,32,4,1,87,1,False,False
S001C001P003R002A059.skeleton.npy,59,3,1,92,2,False,True
S001C001P004R001A028.skeleton.npy,28,4,1,104,1,False,False
S001C001P004R001A029.skeleton.npy,29,4,1,101,1,False,False
S001C001P004R001A027.skeleton.npy,27,4,1,76,1,False,False
S001C001P004R001A033.skeleton.npy,33,4,1,63,1,False,False
S001C001P004R001A014.skeleton.npy,14,4,1,149,1,True,False
S001C001P004R001A021.skeleton.npy,21,4,1,90,1,True,False
S001C001P004R001A031.skeleton.npy,31,4,1,64,1,False,False
S001C001P004R001A025.skeleton.npy,25,4,1,92,1,False,False
S001C001P004R001A030.skeleton.npy,30,4,1,136,1,False,False
S001C001P004R001A038.skeleton.npy,38,4,1,67,1,False,False
S001C001P004R001A037.skeleton.npy,37,4,1,90,1,False,False
S001C001P004R001A039.skeleton.npy,39,4,1,66,1,False,False
S001C001P004R001A026.skeleton.npy,26,4,1,84,1,False,False
S001C001P004R001A040.skeleton.npy,40,4,1,74,1,False,False
S001C001P004R001A036.skeleton.npy,36,4,1,109,1,False,False
S001C001P004R001A043.skeleton.npy,43,4,1,82,1,False,False
S001C001P004R001A045.skeleton.npy,45,4,1,69,1,False,False
S001C001P004R001A020.skeleton.npy,20,4,1,85,1,True,False
S001C001P004R001A041.skeleton.npy,41,4,1,68,1,False,False
S001C001P004R001A046.skeleton.npy,46,4,1,77,1,False,False
S001C001P004R001A034.skeleton.npy,34,4,1,71,1,False,False
S001C001P004R001A048.skeleton.npy,48,4,1,81,1,False,False
S001C001P004R001A049.skeleton.npy,49,4,1,79,1,False,False
S001C001P004R001A047.skeleton.npy,47,4,1,80,1,False,False
S001C001P004R001A035.skeleton.npy,35,4,1,78,1,True,False
S001C001P004R001A042.skeleton.npy,42,4,1,109,1,False,False
S001C001P004R001A044.skeleton.npy,44,4,1,93,1,False,False
S001C001P004R002A003.skeleton.npy,3,4,1,91,1,False,False
S001C001P004R002A004.skeleton.npy,4,4,1,81,1,False,False
S001C001P004R002A007.skeleton.npy,7,4,1,66,1,False,False
S001C001P004R001A016.skeleton.npy,16,4,1,237,1,True,False
S001C001P004R002A002.skeleton.npy,2,4,1,103,1,False,False
S001C001P004R002A005.skeleton.npy,5,4,1,72,1,False,False
S001C001P004R002A011.skeleton.npy,11,4,1,95,1,False,False
S001C001P004R002A013.skeleton.npy,13,4,1,78,1,False,False
S001C001P004R002A010.skeleton.npy,10,4,1,71,1,False,False
S001C001P004R001A054.skeleton.npy,54,4,1,61,2,False,True
S001C001P004R002A001.skeleton.npy,1,4,1,92,1,False,False
S001C001P004R001A056.skeleton.npy,56,4,1,67,2,False,True
S001C001P004R002A009.skeleton.npy,9,4,1,78,1,False,False
S001C001P004R001A053.skeleton.npy,53,4,1,71,2,False,True
